,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,cell_name
10,0.082311064,-0.05614225,-0.10551559,0.039905503,-0.031277902,-0.019637307,0.00440437,-0.007832373,0.08017765,-0.0930183,0.11409479,-0.15093799,0.07153616,0.10494696,0.0038208324,SS.sc7785458
11,0.08751647,0.060704604,-0.01689929,-0.24767542,-0.10280309,-0.0005854871,0.16293654,-0.06019828,0.002462685,-0.05599712,-0.08015988,-0.015646765,-0.0011575859,0.011889508,-0.00043342003,SS.sc7785503
12,0.08253349,-0.049195915,0.025005704,-0.003328041,0.15064524,0.05454503,0.09860806,0.006185857,-0.101864524,0.063665085,0.024618912,0.006595475,0.12426415,0.0549486,-0.020151587,SS.sc7785828
13,0.079338446,-0.035265714,0.0044734995,-0.008864569,0.13951217,0.039343346,0.044411033,0.032247506,-0.09730072,-0.07012684,0.00015334008,0.0705782,0.01944597,0.0005825527,-0.0095679285,SS.sc7785579
14,0.07908875,-0.019460056,-0.00708893,-0.019327557,0.11758977,0.0227581,-0.026912678,0.04920071,-0.0681762,-0.13112356,-0.049604945,0.059229415,-0.10044291,0.0025468369,0.012791239,SS.sc7785303
15,0.08758334,-0.06886539,0.061398827,0.0039330446,0.10061783,0.037400234,0.09138915,-0.046322443,0.068136334,0.21297963,-0.0036844162,-0.20278592,-0.1703443,-0.05011086,0.14172722,SS.sc7785650
16,0.086503915,0.052005995,-0.013349533,-0.18447374,-0.037384685,0.0001695761,-0.070009835,0.07546225,-0.0039953603,0.102894016,0.2389921,0.06829208,0.0030147354,-0.06597157,0.0039665517,SS.sc7785312
17,0.08573774,0.041139577,-0.00940432,-0.11418968,0.022040647,0.000790407,-0.17718807,0.089332126,-0.0034215334,0.07774711,0.07675057,0.009442799,-0.02236646,0.038223553,-0.00030743133,SS.sc7785545
18,0.08513766,0.059102144,-0.016464263,-0.24136406,-0.10045887,-0.00057239144,0.16028988,-0.059647065,0.0024481134,-0.055880506,-0.08103007,-0.01596085,-0.0015284657,0.01286684,-0.0004466836,SS.sc7785627
19,0.0867941,0.05375731,-0.014023241,-0.19649969,-0.05029219,-2.530253e-05,-0.021583723,0.04531355,-0.002578387,0.0671837,0.16348806,0.045834575,0.0064336443,-0.051481083,0.002460342,SS.sc7785351
20,0.0830648,-0.11617175,0.1697629,0.016165813,-0.09811736,-0.013453514,-0.026181573,0.005617752,-0.003664041,-0.021216234,-0.00021689535,-0.014733508,-0.018761303,-0.014480756,-0.18600865,SS.sc7785619
21,0.08535415,0.029085469,-0.009531756,-0.07558676,0.055223227,-8.2127706e-05,-0.19058932,0.07416098,0.0008846281,0.0063196034,-0.09249462,-0.015213658,-0.09683809,0.1470135,-0.0042951084,SS.sc7785602
22,0.085252315,0.051143378,-0.013086852,-0.18082581,-0.03630521,0.00016287451,-0.06781276,0.071685165,-0.0037388895,0.097088605,0.22128597,0.06190953,0.0034625737,-0.05966325,0.0034402392,SS.sc7785641
23,0.0809803,-0.11445999,0.16820997,0.016092371,-0.10129877,-0.015055178,-0.030004093,0.007475294,-0.0050479416,-0.034815185,-0.0008254789,0.028936611,0.018814785,0.005708827,-0.00076237466,SS.sc7785360
24,0.085145876,-0.03937577,0.010486222,0.0018282492,0.118973024,0.014300876,0.05261917,-0.06521326,0.17535153,0.11838803,-0.03590449,0.07963112,-0.012761544,0.010471296,0.12006801,SS.sc7786383
25,0.08515715,-0.10621478,0.14540927,0.013177008,-0.0462236,0.002331093,0.009619656,-0.008597521,0.008211274,0.06234631,0.0021071795,-0.14481418,-0.1160988,-0.051535632,-0.26012215,SS.sc7785651
26,0.08757335,0.061657004,0.0034127305,-0.022887768,0.03875909,-0.0039651026,-0.17271838,-0.040261764,0.012171657,0.023665436,-0.15443186,-0.12046671,0.17766975,-0.09478938,-0.008881762,SS.sc7785643
27,0.08435924,-0.048973415,-0.08192802,0.026745828,0.01908568,-0.029357765,0.0010959523,0.00381753,0.09032246,-0.20337702,0.13425115,-0.12580086,-0.0480978,-0.13070637,0.038392484,SS.sc7785620
28,0.0796436,-0.11412412,0.16890058,0.01622651,-0.10627796,-0.0167947,-0.034141887,0.0094029615,-0.0071118567,-0.045938037,-0.0010641457,0.048209198,0.033944745,0.011762645,0.0143668745,SS.sc7785482
29,0.07809505,-0.036756855,0.0073199854,-0.00841969,0.14139576,0.043862987,0.05327467,0.03575595,-0.1223063,-0.06291314,0.007913874,0.0512783,0.03140681,0.005380391,-0.015921293,SS.sc7785387
30,0.08761525,-0.045017127,0.016253317,0.0027952297,0.12081227,0.016292397,0.06248554,-0.070929356,0.19012494,0.14524007,-0.03330145,0.05752824,-0.039272908,0.0015061013,0.14914578,SS.sc7788387
31,0.08308837,-0.10700349,0.1494201,0.0136410855,-0.05908553,-0.0015580638,-0.00019058921,-0.003194922,-3.3615066e-05,0.036291253,0.0022496702,-0.11199914,-0.08926101,-0.042750392,-0.2857278,SS.sc7786497
32,0.08623259,0.05537568,-0.014755286,-0.21001808,-0.06528165,-0.00018925208,0.030741138,0.01631632,-0.0012140642,0.034395404,0.1024825,0.031465832,0.0049953614,-0.038264353,0.0019262825,SS.sc7785640
33,0.081736304,-0.11403527,0.16642523,0.015829286,-0.09531673,-0.012849464,-0.024925854,0.0053111147,-0.0037220514,-0.019412829,-8.483407e-05,-0.0138121005,-0.016431984,-0.012330668,-0.1484171,SS.sc7785424
34,0.082614675,-0.04245706,-0.06543501,0.017633937,0.044424996,-0.03112244,-0.0031625887,0.013876485,0.06243159,-0.22185329,0.10677001,-0.08859811,-0.09333919,-0.18416415,0.046990186,SS.sc7785375
35,0.08750418,0.05706814,0.0005995936,-0.03946491,0.039750207,-0.0031815153,-0.19123925,-0.014019553,0.0058973553,0.030760674,-0.14122374,-0.11786746,0.14564444,-0.059295714,-0.009553477,SS.sc7785577
36,0.09166385,-0.06255442,-0.123526596,0.04582455,-0.033549257,-0.31168297,0.028082613,0.020748671,-0.12507667,0.103832364,-0.07685549,0.082145184,-0.05186374,-0.08110417,0.0029525277,SS.sc7786518
37,0.0848584,-0.068923526,0.06425581,0.003218938,0.09453683,0.039424192,0.086939014,-0.029145267,0.014199699,0.17612489,0.0054737353,-0.20027868,-0.13612768,-0.041861586,0.053812966,SS.sc7785615
38,0.090922706,-0.06364416,-0.12567323,0.04735647,-0.038508534,-0.29584768,0.028928136,0.019386634,-0.11673648,0.09495481,-0.05780994,0.050661873,-0.03225038,-0.045568213,0.0073048137,SS.sc7786811
39,0.08653294,0.060781967,-0.017034555,-0.25074857,-0.1080757,-0.00065410585,0.18590532,-0.074969225,0.0031949698,-0.07442502,-0.12084966,-0.027143085,-0.0023553283,0.024464909,-0.0011303257,SS.sc7785408
40,0.08511518,-0.06942379,-0.14590217,0.058861006,-0.116711125,0.19356148,-0.016066395,0.00039214248,-0.031196244,0.04973473,-0.04789954,0.062078916,-0.024863956,-0.04245513,-0.0063543194,SS.sc7785592
41,0.088500656,-0.032479584,-0.026814558,0.013359012,0.08171232,-0.041138917,0.015039406,-0.08715039,0.29103157,0.026417114,-0.020443078,0.21332799,0.09263499,0.022351146,-0.12616126,SS.sc7788308
42,0.091241434,-0.06334985,-0.12464275,0.04682701,-0.035532538,-0.31435797,0.030667318,0.020638784,-0.12865537,0.10874092,-0.076956525,0.08682985,-0.05129499,-0.08578361,0.0032917352,SS.sc7786525
43,0.08152629,-0.11259426,0.16344021,0.015448103,-0.08991755,-0.011095317,-0.021296635,0.004574237,-0.005106362,-0.012447038,0.0007241489,-0.025286382,-0.021542858,-0.013856025,-0.14558585,SS.sc7786783
44,0.08575589,0.024028437,-0.010886471,-0.05300352,0.06729134,-0.005230006,-0.18570942,0.050387945,0.010213477,-0.034388077,-0.18102092,-0.030749505,-0.111676894,0.16818401,-0.01148042,SS.sc7785338
45,0.07883578,-0.041639104,0.014252387,-0.006484987,0.14763954,0.05081526,0.0755424,0.029078523,-0.13580829,-0.019470073,0.020222414,0.033056814,0.080763385,0.025934082,-0.028470853,SS.sc7785550
46,0.07942073,-0.03594966,-0.0029470662,-0.004061594,0.12677775,0.025267398,0.03949775,0.0136788115,-0.024727317,-0.07539909,0.008292279,0.077772655,-0.0024007247,-0.042027127,0.0003475687,SS.sc7785434
47,0.07874991,-0.02458057,-0.010562919,-0.012885413,0.11848976,0.021297473,-0.011456908,0.04533667,-0.06340964,-0.15737875,-0.026584858,0.056201752,-0.10543167,-0.04929352,0.02162487,SS.sc7785472
48,0.08492759,-0.07013386,-0.14836273,0.060110323,-0.123588435,0.21574888,-0.018206978,0.00070536445,-0.04253232,0.06836234,-0.07513846,0.11467898,-0.049567677,-0.09752311,-0.020441353,SS.sc7785352
49,0.0811369,-0.043860205,0.015276437,-0.0061732,0.15924722,0.05745742,0.09052564,0.032592837,-0.17036141,-0.01462032,0.033162225,0.057679884,0.17337199,0.060701896,-0.083844416,SS.sc7785588
50,0.07942547,-0.04488801,0.018730117,-0.005068605,0.15086724,0.0547777,0.089939676,0.023271276,-0.14104572,0.01317865,0.028673088,0.016234472,0.11633617,0.04040467,-0.03436867,SS.sc7785479
51,0.080810815,-0.015092513,-0.003790083,-0.021877943,0.11176338,0.018421508,-0.042201933,0.030694064,-0.011676407,-0.06589458,-0.08225229,0.05671946,-0.090589374,0.056943867,0.037907865,SS.sc7785405
52,0.07958607,-0.10956804,0.15878466,0.015088519,-0.08707105,-0.011110012,-0.020591568,0.0027856708,0.0011321955,-0.009121323,-0.000611947,-0.023671085,-0.026951442,-0.01574409,-0.1379092,SS.sc7785948
53,0.09188543,-0.064357236,-0.12725191,0.047916576,-0.038506627,-0.31826654,0.031091487,0.02192182,-0.13476208,0.11119509,-0.07610049,0.078491464,-0.049883522,-0.0786065,0.008225667,SS.sc7786504
54,0.08022961,-0.044416826,0.017502975,-0.0044354373,0.15012905,0.051458757,0.0883995,0.012649737,-0.1047798,0.02810117,0.021563422,0.037525866,0.1193344,0.04657867,-0.01560311,SS.sc7785281
55,0.08506961,0.041611783,-0.009908435,-0.11913083,0.01480205,0.00044628212,-0.15645099,0.08067481,-0.0047712587,0.075890265,0.09587239,0.004330145,0.012714512,-0.016372727,-0.0014703627,SS.sc7785278
56,0.07891253,-0.0302965,-0.014156496,-0.007322037,0.11895988,0.019350266,0.007958741,0.041464616,-0.059627254,-0.1778275,0.010165132,0.056061447,-0.09458745,-0.1121452,0.02284128,SS.sc7785567
57,0.086222984,-0.05827492,0.04025354,0.0025683844,0.11972179,0.035097867,0.09148622,-0.055353276,0.106926,0.2040487,-0.011910856,-0.118023634,-0.129564,-0.030627651,0.21161562,SS.sc7785429
58,0.0837043,-0.05918884,0.044543613,0.00034752194,0.124489345,0.047557533,0.09764063,-0.018670395,-0.02706482,0.14581425,0.01343484,-0.124281965,-0.03218056,-0.00075219467,0.057812717,SS.sc7785553
59,0.085593276,-0.061832193,-0.123129,0.047225364,-0.05036326,-0.1708611,0.017939517,0.010983228,-0.060209658,0.04338016,0.0023186968,-0.051213164,0.02768909,0.076412186,0.020065766,SS.sc7786789
60,0.08268775,-0.06553896,-0.13570626,0.05420175,-0.09720612,0.124084994,-0.009411509,-2.2745622e-05,-0.0099025965,0.015141858,0.009611156,-0.05318694,0.0353423,0.092507295,0.021229932,SS.sc7785331
61,0.08415566,0.010381412,-0.006965877,-0.04762049,0.08556639,0.008236409,-0.13548364,0.054311715,-0.0065726135,-0.04497426,-0.13352701,0.015685674,-0.12745242,0.1407245,0.022713507,SS.sc7785426
62,0.07935147,-0.03597901,-0.045727424,0.007845899,0.07227486,-0.011175114,-0.0044202623,0.02236866,0.04286014,-0.24388023,0.08784991,-0.047458366,-0.12860374,-0.22087406,0.053318184,SS.sc7785335
63,0.08382913,0.012680427,-0.0137046175,-0.023388859,0.07588142,-0.008834834,-0.13218814,0.008376499,0.031948823,-0.08370778,-0.17926814,-0.012983178,-0.090087146,0.088041365,-0.016683947,SS.sc7786319
64,0.08618103,-0.07073657,-0.14917108,0.0603151,-0.12178753,0.20592521,-0.017216373,0.00056096545,-0.0378112,0.060834635,-0.06259487,0.089001395,-0.036282755,-0.06726268,-0.013773681,SS.sc7785546
65,0.08353193,-0.11971335,0.17719515,0.01700948,-0.11156495,-0.017620336,-0.036006417,0.0103210285,-0.008777978,-0.050054945,-0.00091490435,0.056456864,0.04241904,0.015978578,0.044369414,SS.sc7785976
66,0.08221271,0.012142577,-0.008028165,-0.05465401,0.08009619,0.0078950655,-0.14486757,0.06888812,-0.01901171,-0.04648266,-0.12263731,0.01691974,-0.149166,0.17014427,0.008602569,SS.sc7785573
67,0.084823035,-0.0668811,-0.13798724,0.054907423,-0.100189775,0.17150632,-0.014436603,0.00096901035,-0.0145165175,0.012934374,-0.025812043,0.052631248,-0.045706797,-0.10385046,-0.005441011,SS.sc7785286
68,0.08672982,0.06099884,-0.01710648,-0.2519187,-0.10898459,-0.00066377065,0.18890303,-0.07675953,0.003282075,-0.07659168,-0.12551348,-0.028462632,-0.0024337575,0.025802987,-0.0012126215,SS.sc7785355
69,0.08522325,0.018597893,-0.008983593,-0.052973904,0.07710249,0.0028413036,-0.17058083,0.059853733,-0.0038658546,-0.046094127,-0.16720171,-0.008830329,-0.13701625,0.17675453,0.0030556105,SS.sc7785459
70,0.085110016,-0.083507195,0.0955018,0.008420004,0.03422617,0.019047115,0.053978626,-0.036461804,0.066520795,0.15655671,-0.004868317,-0.17350574,-0.16009822,-0.05477343,0.014282402,SS.sc7785982
71,0.081784114,-0.114411294,0.1672205,0.015917964,-0.09680074,-0.013323085,-0.026084729,0.005963209,-0.0046163565,-0.023363871,-0.00012713081,-0.0023931086,-0.00591268,-0.006778101,-0.10090732,SS.sc7785642
72,0.07939133,-0.033563476,-0.021408943,-0.003854726,0.107010685,0.005026868,0.016319783,0.03681182,-0.05239087,-0.16251917,0.038248934,0.037876885,-0.068371184,-0.13639581,0.020897944,SS.sc7785407
73,0.080721736,-0.035164483,-0.03380278,0.003354492,0.09199504,-0.001845837,0.0045041693,0.021156756,0.027922133,-0.20782179,0.057552345,0.014515846,-0.10251445,-0.17565894,0.029484816,SS.sc7785481
74,0.08021533,-0.047403842,0.023049124,-0.0044798693,0.1515045,0.057370864,0.09604588,0.024054626,-0.15645984,0.01837895,0.03447717,0.0347187,0.17517999,0.06669983,-0.09061565,SS.sc7785600
75,0.08825311,0.048869483,-0.010898285,-0.14565474,-0.0023461813,4.154663e-05,-0.15892787,0.09571732,-0.0037016026,0.11561922,0.18412784,0.024593513,0.02815851,-0.045305043,-0.0018899966,SS.sc7785400
76,0.08790831,0.048587035,-0.006522327,-0.0957659,0.026291609,-0.0010918382,-0.20122623,0.06226549,0.0013382237,0.08065339,0.009932637,-0.05739048,0.082416266,-0.028579628,-0.00896882,SS.sc7785576
77,0.08658383,-0.045632485,-0.06292373,0.024168221,0.042992957,-0.069984585,0.017966462,-0.05973643,0.2519343,-0.033467043,0.04553665,0.14480391,0.11330831,0.060956977,-0.17127845,SS.sc7785913
78,0.08551499,0.0479435,-0.012228061,-0.16290894,-0.018417932,0.0005210565,-0.10898599,0.08763194,-0.004620481,0.102915704,0.21020533,0.058487743,-0.011892409,-0.031535774,0.0032763816,SS.sc7786746
79,0.08358779,-0.12144389,0.1810408,0.01747325,-0.119517595,-0.020382566,-0.04247821,0.013365987,-0.011294505,-0.07149028,-0.0018325599,0.12544562,0.102308206,0.04859022,0.35269165,SS.sc7785356
80,0.09110571,-0.06275592,-0.12273804,0.04603621,-0.03303484,-0.3040073,0.029742837,0.018457793,-0.11561861,0.099712834,-0.06949814,0.08217987,-0.04517215,-0.07868169,-0.001209643,SS.sc7786492
81,0.082651705,-0.06082929,-0.12064452,0.0469105,-0.06113402,0.021178804,0.0003745081,-0.0030976024,0.04075738,-0.054288626,0.09577122,-0.18074529,0.094061926,0.19333808,0.031977054,SS.sc7785282
82,0.08290027,-0.062185217,0.052099638,0.0012542048,0.109459706,0.043327466,0.089640774,-0.02095151,-0.011811077,0.15202634,0.008575988,-0.16258246,-0.091800325,-0.02469774,0.0585161,SS.sc7785531
83,0.08404793,-0.058163233,-0.112051465,0.04238338,-0.037059523,-0.07383571,0.008195154,-0.0017967623,0.04020632,-0.05749951,0.08941117,-0.14285016,0.070596665,0.12383427,0.0064973542,SS.sc7786414
84,0.085823365,0.028939852,-0.0074612186,-0.025930548,0.06755754,-0.0068431846,-0.15884419,-0.007976796,0.028460966,-0.049863536,-0.20523638,-0.04154642,-0.035284366,0.08571049,-0.020137168,SS.sc7788269
85,0.08675922,-0.07124648,-0.15025799,0.060739834,-0.12342884,0.2188795,-0.018568108,0.0008532239,-0.03954868,0.0608198,-0.07226488,0.11843793,-0.060238108,-0.1272233,-0.021240681,SS.sc7785603
86,0.080659784,-0.04267101,0.014401737,-0.006704709,0.15717368,0.05598455,0.08488381,0.03342397,-0.1647021,-0.020654941,0.027487913,0.055462465,0.14891297,0.0547062,-0.07039239,SS.sc7785505
87,0.083652355,-0.09719189,0.12717526,0.010807769,-0.016748063,0.0108056115,0.025424445,-0.008524009,-0.0056237015,0.075132996,0.006030098,-0.14421739,-0.094641685,-0.040352248,-0.21907032,SS.sc7785498
88,0.08271321,-0.054256994,-0.09897935,0.036063727,-0.017182812,-0.0028037305,0.0016701483,-0.0023176598,0.08650095,-0.15084784,0.13616537,-0.1609115,0.016894467,-0.0113953175,0.028022718,SS.sc7785617
89,0.08124156,-0.1147147,0.16851903,0.016146397,-0.10166968,-0.015387268,-0.030621715,0.007530196,-0.0040680375,-0.037938636,-0.001290029,0.046830818,0.03364544,0.0143822385,0.089120455,SS.sc7785647
90,0.08217454,-0.11782772,0.17445041,0.016753906,-0.11007271,-0.01747151,-0.035702303,0.010205443,-0.008417029,-0.050109893,-0.0010261881,0.059638232,0.044954486,0.017662197,0.06696872,SS.sc7785361
91,0.08832422,-0.03831468,-0.030202186,0.01278834,0.08517088,-0.03611154,0.021940364,-0.082294896,0.305565,0.013169974,-0.0023191955,0.21712519,0.08564319,0.029802904,-0.1278097,SS.sc7788265
92,0.08770431,0.05305797,-0.001630088,-0.052720822,0.039686084,-0.0028245046,-0.19977547,0.006690887,0.007694016,0.042465657,-0.1194318,-0.11210392,0.14089964,-0.053687513,-0.011550881,SS.sc7785593
93,0.08654219,-0.071099,-0.14999278,0.06066259,-0.12303822,0.21244791,-0.017863438,0.00059546164,-0.038830865,0.062107153,-0.067550555,0.10224974,-0.045375615,-0.08982258,-0.017480973,SS.sc7785476
94,0.082016766,-0.06200219,-0.12508406,0.049253635,-0.072333984,0.0261831,0.00025571484,-0.001952373,0.012814451,-0.008236921,0.053842455,-0.12661086,0.08741691,0.19342625,0.02157847,SS.sc7785578
95,0.083490476,-0.12109972,0.1803804,0.017398143,-0.11853999,-0.020115422,-0.041902643,0.0131994095,-0.01126509,-0.07050055,-0.0017782656,0.12509511,0.10252372,0.04902268,0.36231163,SS.sc7785649
96,0.0839532,-0.1217864,0.18140417,0.017497519,-0.119103335,-0.020132193,-0.041860778,0.0130347,-0.011018627,-0.069037914,-0.0017207299,0.117280066,0.09529529,0.044845074,0.3196455,SS.sc7785308
97,0.08287973,-0.06408338,-0.1311482,0.051883478,-0.08344657,0.052043136,-0.002538294,0.0010661,-0.0055820285,0.0023272922,0.04069727,-0.12180351,0.07374258,0.18070723,0.036831394,SS.sc7785735
98,0.08443782,0.059598655,-0.016741088,-0.24684066,-0.10784016,-0.0006684725,0.19050168,-0.07882154,0.0033980322,-0.079525135,-0.1329292,-0.030781804,-0.0024390968,0.028071953,-0.0013759767,SS.sc7785377
99,0.087125145,0.060731057,-0.016950693,-0.24885559,-0.104852654,-0.0006126286,0.17185204,-0.065920874,0.002745548,-0.06311012,-0.0957978,-0.020068403,-0.0015490799,0.016591921,-0.00070231484,SS.sc7785500
100,0.08078667,-0.05187941,-0.095258616,0.033981636,-0.011880457,-0.03932469,0.0023884638,0.0016590983,0.07234788,-0.15104224,0.13497254,-0.17914218,0.013117139,-0.003127933,0.0376084,SS.sc7785379
101,0.086493015,0.06021778,-0.016796608,-0.24649858,-0.10352079,-0.000601858,0.16866341,-0.06438272,0.0026787948,-0.061469384,-0.09297874,-0.0194212,-0.0015526817,0.01615131,-0.00067938806,SS.sc7785501
102,0.08446338,-0.056515813,-0.107173204,0.03974868,-0.025684975,-0.10336327,0.009902225,3.0818897e-05,0.035855636,-0.061425965,0.07845489,-0.110144064,0.042864177,0.062540874,-0.000743898,SS.sc7786729
103,0.08336822,-0.06853703,-0.14466417,0.058534455,-0.11865174,0.19967473,-0.01667022,0.0005370186,-0.038639985,0.06306497,-0.06477495,0.092836805,-0.035749584,-0.065688886,-0.016028289,SS.sc7785471
104,0.07840236,-0.040850576,0.01614643,-0.0074706986,0.14173914,0.048839692,0.0669911,0.028435294,-0.12538123,-0.012771433,0.010515969,0.012945257,0.045615334,0.026569614,-0.016530031,SS.sc7785453
105,0.08488379,-0.051294677,-0.08771277,0.032803267,0.0048002107,-0.09775811,0.013513205,-0.027954744,0.1398958,-0.050482646,0.06784372,0.006970751,0.08762456,0.07706524,-0.09947153,SS.sc7786119
106,0.077873796,-0.110132135,0.16187546,0.015449883,-0.097023025,-0.013999571,-0.02793993,0.0070715817,-0.006249853,-0.028630966,-8.2216255e-05,-0.0021557994,-0.0072527197,-0.009830212,-0.17577995,SS.sc7785402
107,0.08449172,-0.002003246,-0.026255673,-0.014890365,0.07096736,-0.024398744,-0.103138134,0.00925806,0.04866349,-0.097745135,-0.13405283,-0.007040012,-0.08336248,0.050131075,-0.019802887,SS.sc7788118
108,0.08249409,-0.061098836,-0.122093186,0.047563314,-0.062219612,-0.021190075,0.0044038305,-0.00019855301,0.0153072085,-0.024371786,0.076399975,-0.16923879,0.09901226,0.21765198,0.032595795,SS.sc7785644
109,0.08727101,-0.06132188,-0.12083881,0.045825902,-0.040577635,-0.219525,0.021849407,0.011376589,-0.06465779,0.052281216,-0.010368098,-0.01889463,0.015347481,0.04246021,0.0045562894,SS.sc7786587
110,0.08785101,-0.040544022,-0.00810676,0.007901147,0.107383385,-0.0106761735,0.043807752,-0.08325956,0.2727647,0.07509536,-0.018951127,0.18550117,0.041307487,0.00994564,-0.0042076167,SS.sc7786188
111,0.07930138,0.1261636,0.031559348,0.07630372,-0.01784043,-6.974553e-05,-0.0096123675,-0.1929708,-0.07698901,-0.011739526,0.118682206,0.07446259,-0.14359006,0.12294886,-0.011029954,SS.sc7785785
112,0.079575986,0.11804533,0.028266529,0.065895714,-0.00976458,-0.0010702814,-0.038959574,-0.2070771,-0.06999848,-0.008206324,0.047856677,-0.00027171295,0.010878615,-0.036500905,0.010117745,SS.sc7785362
113,0.082423665,0.14501551,0.038261134,0.09533475,-0.035251547,0.0034249884,0.08398589,0.17731749,0.046921335,0.0036697886,-0.012206343,0.013158834,-0.03513315,0.049316898,-0.010611013,SS.sc7788337
114,0.07956862,0.13177557,0.03369066,0.08247241,-0.023867622,0.0011006986,0.021136595,-0.081767224,-0.041790485,-0.0074464134,0.089724995,0.06570485,-0.13277444,0.124311,-0.014488627,SS.sc7785451
115,0.081510104,0.14293917,0.037651535,0.0937674,-0.03410209,0.003166981,0.07701202,0.13978755,0.032673724,0.0015851457,0.011968991,0.031873632,-0.07468037,0.09009344,-0.016922863,SS.sc7785474
116,0.07930483,0.13538168,0.035165362,0.08684138,-0.028583778,0.0020887796,0.047315475,0.019907046,-0.008545937,-0.0034631412,0.058570318,0.055162195,-0.11887645,0.12430596,-0.01888923,SS.sc7785554
117,0.0828149,0.14060213,0.036420804,0.08958962,-0.030092115,0.0025520206,0.06058352,0.1280597,0.03694139,0.004358186,-0.03703028,-0.029035876,0.065440916,-0.074236624,0.014038796,SS.sc7785526
118,0.082404576,0.14429371,0.03797539,0.09437717,-0.034776572,0.003440924,0.08430988,0.20091234,0.058172487,0.005936322,-0.043173768,-0.018054215,0.034532405,-0.029927224,0.004174502,SS.sc7785741
119,0.08468917,0.098896384,0.020287927,0.044504765,0.011391824,-0.0037833825,-0.08060819,-0.18852183,-0.03138479,-0.0059812814,-0.044661812,-0.035214793,0.08516621,-0.07409346,0.0021093832,SS.sc7785354
120,0.08310014,0.13058281,0.032425355,0.07733301,-0.019596688,0.00086730265,0.015101013,0.01713395,0.007869206,0.002997143,-0.040194802,-0.05063035,0.115199395,-0.13100225,0.022397164,SS.sc7785446
121,0.080142096,0.13185066,0.033581026,0.081962675,-0.023044059,0.0009324193,0.016014712,-0.09854759,-0.047181826,-0.00795564,0.09213375,0.06403891,-0.12903038,0.11838605,-0.013204955,SS.sc7785859
122,0.079509705,0.13362847,0.03442962,0.084586605,-0.026471712,0.001725904,0.03794888,-0.0006185606,-0.012759723,-0.0033484653,0.049656272,0.039809536,-0.08180397,0.07845809,-0.009630704,SS.sc7785473
123,0.07971601,0.12484376,0.030901667,0.07379351,-0.016561076,-1.1521794e-05,-0.010291778,-0.13989526,-0.05310246,-0.0068092584,0.05557302,0.016278582,-0.024524339,0.0016978341,0.005441121,SS.sc7785410
124,0.08407875,0.11320978,0.025626978,0.05797471,-0.0004607929,-0.0023158302,-0.0631362,-0.21995029,-0.059739467,-0.0073126527,0.007302484,-0.020136135,0.054830484,-0.06644839,0.008846883,SS.sc7785449
125,0.08620883,0.094661504,0.01724916,0.025878036,0.0146293575,-0.0027620643,-0.108208984,-0.09133939,-0.0071862903,0.0129595855,-0.12056228,-0.11876554,0.2102718,-0.16880429,0.0090182265,SS.sc7785626
