"name_cell" "origin_space"
"680" "SS.sc7785307" "Yolk Sac"
"681" "SS.sc7785871" "Caudal"
"682" "SS.sc7788379" "Caudal"
"683" "SS.sc7785539" "Rostral"
"684" "SS.sc7785565" "Rostral"
"685" "SS.sc7786774" "Rostral"
"686" "SS.sc7785860" "Caudal"
"687" "SS.sc7786606" "Rostral"
"688" "SS.sc7785607" "Rostral"
"689" "SS.sc7786133" "Caudal"
"690" "SS.sc7785803" "Caudal"
"691" "SS.sc7785594" "Yolk Sac"
"692" "SS.sc7785316" "Rostral"
"693" "SS.sc7785553" "Yolk Sac"
"694" "SS.sc7785943" "Caudal"
"695" "SS.sc7785609" "Rostral"
"696" "SS.sc7788238" "Caudal"
"697" "SS.sc7788380" "Caudal"
"698" "SS.sc7785730" "Caudal"
"699" "SS.sc7788385" "Caudal"
"700" "SS.sc7786268" "Caudal"
"701" "SS.sc7786145" "Caudal"
"702" "SS.sc7786596" "Rostral"
"703" "SS.sc7786574" "Rostral"
"704" "SS.sc7788331" "Caudal"
"705" "SS.sc7786265" "Caudal"
"706" "SS.sc7786198" "Caudal"
"707" "SS.sc7785953" "Caudal"
"708" "SS.sc7786014" "Caudal"
"709" "SS.sc7788030" "Caudal"
"710" "SS.sc7786789" "Rostral"
"711" "SS.sc7788384" "Caudal"
"712" "SS.sc7785448" "Yolk Sac"
"713" "SS.sc7786287" "Caudal"
"714" "SS.sc7786800" "Rostral"
"715" "SS.sc7786663" "Rostral"
"716" "SS.sc7786409" "Caudal"
"717" "SS.sc7785613" "Rostral"
"718" "SS.sc7785928" "Caudal"
"719" "SS.sc7786331" "Caudal"
"720" "SS.sc7786625" "Rostral"
"721" "SS.sc7785998" "Rostral"
"722" "SS.sc7785708" "Caudal"
"723" "SS.sc7786543" "Rostral"
"724" "SS.sc7785331" "Yolk Sac"
"725" "SS.sc7785426" "Yolk Sac"
"726" "SS.sc7786430" "Caudal"
"727" "SS.sc7786101" "Caudal"
"728" "SS.sc7786582" "Rostral"
"729" "SS.sc7786779" "Rostral"
"730" "SS.sc7788366" "Caudal"
"731" "SS.sc7788221" "Caudal"
"732" "SS.sc7785310" "Yolk Sac"
"733" "SS.sc7785335" "Yolk Sac"
"734" "SS.sc7786291" "Caudal"
"735" "SS.sc7785630" "Rostral"
"736" "SS.sc7785946" "Caudal"
"737" "SS.sc7786238" "Caudal"
"738" "SS.sc7785968" "Caudal"
"739" "SS.sc7788020" "Caudal"
"740" "SS.sc7785432" "Yolk Sac"
"741" "SS.sc7786416" "Caudal"
"742" "SS.sc7788262" "Caudal"
"743" "SS.sc7786319" "Caudal"
"744" "SS.sc7785413" "Rostral"
"745" "SS.sc7785691" "Caudal"
"746" "SS.sc7785684" "Caudal"
"747" "SS.sc7785332" "Yolk Sac"
"748" "SS.sc7786445" "Rostral"
"749" "SS.sc7786747" "Rostral"
"750" "SS.sc7786681" "Rostral"
"751" "SS.sc7785831" "Rostral"
"752" "SS.sc7786560" "Rostral"
"753" "SS.sc7786219" "Caudal"
"754" "SS.sc7785546" "Yolk Sac"
"755" "SS.sc7786635" "Rostral"
"756" "SS.sc7785976" "Caudal"
"757" "SS.sc7785340" "Rostral"
"758" "SS.sc7786222" "Caudal"
"759" "SS.sc7785618" "Yolk Sac"
"760" "SS.sc7786156" "Caudal"
"761" "SS.sc7785573" "Yolk Sac"
"762" "SS.sc7786009" "Caudal"
"763" "SS.sc7785606" "Rostral"
"764" "SS.sc7785751" "Caudal"
"765" "SS.sc7786750" "Rostral"
"766" "SS.sc7785964" "Caudal"
"767" "SS.sc7786398" "Caudal"
"768" "SS.sc7788318" "Caudal"
"769" "SS.sc7785934" "Caudal"
"770" "SS.sc7786116" "Caudal"
"771" "SS.sc7785973" "Caudal"
"772" "SS.sc7785286" "Yolk Sac"
"773" "SS.sc7786203" "Caudal"
"774" "SS.sc7785508" "Rostral"
"775" "SS.sc7786641" "Rostral"
"776" "SS.sc7786328" "Caudal"
"777" "SS.sc7785313" "Yolk Sac"
"778" "SS.sc7786669" "Rostral"
"779" "SS.sc7786243" "Caudal"
"780" "SS.sc7785673" "Caudal"
"781" "SS.sc7786597" "Rostral"
"782" "SS.sc7785867" "Caudal"
"783" "SS.sc7785355" "Yolk Sac"
"784" "SS.sc7785595" "Yolk Sac"
"785" "SS.sc7786743" "Rostral"
"786" "SS.sc7785961" "Caudal"
"787" "SS.sc7786658" "Rostral"
"788" "SS.sc7786801" "Rostral"
"789" "SS.sc7786533" "Rostral"
"790" "SS.sc7786762" "Rostral"
"791" "SS.sc7785459" "Yolk Sac"
"792" "SS.sc7785982" "Caudal"
"793" "SS.sc7786113" "Caudal"
"794" "SS.sc7786333" "Caudal"
"795" "SS.sc7786755" "Rostral"
"796" "SS.sc7786550" "Rostral"
"797" "SS.sc7786421" "Caudal"
"798" "SS.sc7785642" "Yolk Sac"
"799" "SS.sc7788122" "Caudal"
"800" "SS.sc7788044" "Caudal"
"801" "SS.sc7785886" "Caudal"
"802" "SS.sc7788354" "Caudal"
"803" "SS.sc7785778" "Caudal"
"804" "SS.sc7786576" "Rostral"
"805" "SS.sc7786389" "Caudal"
"806" "SS.sc7785813" "Caudal"
"807" "SS.sc7785685" "Caudal"
"808" "SS.sc7786288" "Caudal"
"809" "SS.sc7788096" "Caudal"
"810" "SS.sc7786253" "Caudal"
"811" "SS.sc7786806" "Rostral"
"812" "SS.sc7785665" "Caudal"
"813" "SS.sc7786501" "Rostral"
"814" "SS.sc7786413" "Caudal"
"815" "SS.sc7785380" "Yolk Sac"
"816" "SS.sc7786348" "Caudal"
"817" "SS.sc7785583" "Rostral"
"818" "SS.sc7786620" "Rostral"
"819" "SS.sc7786532" "Rostral"
"820" "SS.sc7786490" "Rostral"
"821" "SS.sc7785980" "Caudal"
"822" "SS.sc7785292" "Rostral"
"823" "SS.sc7788142" "Caudal"
"824" "SS.sc7785635" "Rostral"
"825" "SS.sc7785967" "Caudal"
"826" "SS.sc7786609" "Rostral"
"827" "SS.sc7786812" "Rostral"
"828" "SS.sc7788291" "Caudal"
"829" "SS.sc7785407" "Yolk Sac"
"830" "SS.sc7788216" "Caudal"
"831" "SS.sc7786692" "Rostral"
"832" "SS.sc7786524" "Rostral"
"833" "SS.sc7785925" "Caudal"
"834" "SS.sc7785625" "Yolk Sac"
"835" "SS.sc7785484" "Rostral"
"836" "SS.sc7785454" "Yolk Sac"
"837" "SS.sc7786163" "Caudal"
"838" "SS.sc7785428" "Yolk Sac"
"839" "SS.sc7786568" "Rostral"
"840" "SS.sc7786500" "Rostral"
"841" "SS.sc7786514" "Rostral"
"842" "SS.sc7785816" "Caudal"
"843" "SS.sc7785716" "Caudal"
"844" "SS.sc7788197" "Caudal"
"845" "SS.sc7786590" "Rostral"
"846" "SS.sc7785314" "Yolk Sac"
"847" "SS.sc7788218" "Caudal"
"848" "SS.sc7788144" "Caudal"
"849" "SS.sc7786624" "Rostral"
"850" "SS.sc7785481" "Yolk Sac"
"851" "SS.sc7786807" "Rostral"
"852" "SS.sc7786499" "Rostral"
"853" "SS.sc7786687" "Rostral"
"854" "SS.sc7786105" "Caudal"
"855" "SS.sc7785389" "Rostral"
"856" "SS.sc7785521" "Yolk Sac"
"857" "SS.sc7786388" "Caudal"
"858" "SS.sc7786039" "Caudal"
"859" "SS.sc7785600" "Yolk Sac"
"860" "SS.sc7786665" "Rostral"
"861" "SS.sc7785400" "Yolk Sac"
"862" "SS.sc7785718" "Caudal"
"863" "SS.sc7785317" "Rostral"
"864" "SS.sc7786089" "Caudal"
"865" "SS.sc7788055" "Caudal"
"866" "SS.sc7786707" "Rostral"
"867" "SS.sc7786221" "Caudal"
"868" "SS.sc7785955" "Caudal"
"869" "SS.sc7785914" "Caudal"
"870" "SS.sc7785981" "Caudal"
"871" "SS.sc7788330" "Caudal"
"872" "SS.sc7788191" "Caudal"
"873" "SS.sc7786721" "Rostral"
"874" "SS.sc7786294" "Caudal"
"875" "SS.sc7788173" "Caudal"
"876" "SS.sc7785478" "Yolk Sac"
"877" "SS.sc7786408" "Caudal"
"878" "SS.sc7786190" "Caudal"
"879" "SS.sc7785866" "Caudal"
"880" "SS.sc7785874" "Caudal"
"881" "SS.sc7786683" "Rostral"
"882" "SS.sc7788338" "Caudal"
"883" "SS.sc7786708" "Rostral"
"884" "SS.sc7786823" "Rostral"
"885" "SS.sc7785576" "Yolk Sac"
"886" "SS.sc7785712" "Rostral"
"887" "SS.sc7786098" "Caudal"
"888" "SS.sc7786149" "Caudal"
"889" "SS.sc7786298" "Caudal"
"890" "SS.sc7786799" "Rostral"
"891" "SS.sc7785560" "Rostral"
"892" "SS.sc7786428" "Caudal"
"893" "SS.sc7786007" "Caudal"
"894" "SS.sc7786013" "Caudal"
"895" "SS.sc7786580" "Rostral"
"896" "SS.sc7785913" "Caudal"
"897" "SS.sc7785587" "Rostral"
"898" "SS.sc7785855" "Rostral"
"899" "SS.sc7786821" "Rostral"
"900" "SS.sc7786210" "Caudal"
"901" "SS.sc7785769" "Caudal"
"902" "SS.sc7786223" "Caudal"
"903" "SS.sc7786575" "Rostral"
"904" "SS.sc7786706" "Rostral"
"905" "SS.sc7788294" "Caudal"
"906" "SS.sc7788031" "Caudal"
"907" "SS.sc7785971" "Caudal"
"908" "SS.sc7785456" "Yolk Sac"
"909" "SS.sc7786746" "Rostral"
"910" "SS.sc7786244" "Caudal"
"911" "SS.sc7786517" "Rostral"
"912" "SS.sc7785533" "Rostral"
"913" "SS.sc7785356" "Yolk Sac"
"914" "SS.sc7788069" "Caudal"
"915" "SS.sc7786522" "Rostral"
"916" "SS.sc7785541" "Rostral"
"917" "SS.sc7786125" "Caudal"
"918" "SS.sc7785768" "Caudal"
"919" "SS.sc7785390" "Rostral"
"920" "SS.sc7786241" "Caudal"
"921" "SS.sc7786643" "Rostral"
"922" "SS.sc7785666" "Caudal"
"923" "SS.sc7785309" "Yolk Sac"
"924" "SS.sc7786130" "Caudal"
"925" "SS.sc7786068" "Caudal"
"926" "SS.sc7785514" "Rostral"
"927" "SS.sc7785624" "Yolk Sac"
"928" "SS.sc7786476" "Rostral"
"929" "SS.sc7788333" "Caudal"
"930" "SS.sc7785911" "Caudal"
"931" "SS.sc7785829" "Caudal"
"932" "SS.sc7785876" "Caudal"
"933" "SS.sc7788048" "Caudal"
"934" "SS.sc7786549" "Rostral"
"935" "SS.sc7785450" "Yolk Sac"
"936" "SS.sc7786492" "Rostral"
"937" "SS.sc7788246" "Caudal"
"938" "SS.sc7786648" "Rostral"
"939" "SS.sc7786279" "Caudal"
"940" "SS.sc7785807" "Rostral"
"941" "SS.sc7786477" "Rostral"
"942" "SS.sc7785574" "Yolk Sac"
"943" "SS.sc7788190" "Caudal"
"944" "SS.sc7788141" "Caudal"
"945" "SS.sc7786579" "Rostral"
"946" "SS.sc7786410" "Caudal"
"947" "SS.sc7785282" "Yolk Sac"
"948" "SS.sc7785958" "Caudal"
"949" "SS.sc7788336" "Caudal"
"950" "SS.sc7785865" "Caudal"
"951" "SS.sc7785939" "Caudal"
"952" "SS.sc7786255" "Caudal"
"953" "SS.sc7785706" "Caudal"
"954" "SS.sc7785763" "Caudal"
"955" "SS.sc7785843" "Caudal"
"956" "SS.sc7788074" "Caudal"
"957" "SS.sc7786581" "Rostral"
"958" "SS.sc7786196" "Caudal"
"959" "SS.sc7785941" "Caudal"
"960" "SS.sc7785495" "Yolk Sac"
"961" "SS.sc7785549" "Yolk Sac"
"962" "SS.sc7788309" "Caudal"
"963" "SS.sc7788363" "Caudal"
"964" "SS.sc7786567" "Rostral"
"965" "SS.sc7785631" "Rostral"
"966" "SS.sc7786211" "Caudal"
"967" "SS.sc7785723" "Caudal"
"968" "SS.sc7785531" "Yolk Sac"
"969" "SS.sc7786456" "Rostral"
"970" "SS.sc7786664" "Rostral"
"971" "SS.sc7786431" "Caudal"
"972" "SS.sc7786722" "Rostral"
"973" "SS.sc7785516" "Rostral"
"974" "SS.sc7788283" "Caudal"
"975" "SS.sc7785667" "Caudal"
"976" "SS.sc7786661" "Rostral"
"977" "SS.sc7785636" "Rostral"
"978" "SS.sc7786414" "Caudal"
"979" "SS.sc7786021" "Caudal"
"980" "SS.sc7786304" "Caudal"
"981" "SS.sc7786275" "Caudal"
"982" "SS.sc7785639" "Yolk Sac"
"983" "SS.sc7788269" "Caudal"
"984" "SS.sc7785762" "Caudal"
"985" "SS.sc7786630" "Rostral"
"986" "SS.sc7785747" "Caudal"
"987" "SS.sc7785779" "Caudal"
"988" "SS.sc7785603" "Yolk Sac"
"989" "SS.sc7786160" "Caudal"
"990" "SS.sc7785909" "Caudal"
"991" "SS.sc7788334" "Caudal"
"992" "SS.sc7786693" "Rostral"
"993" "SS.sc7785505" "Yolk Sac"
"994" "SS.sc7786394" "Caudal"
"995" "SS.sc7786358" "Caudal"
"996" "SS.sc7786591" "Rostral"
"997" "SS.sc7785498" "Yolk Sac"
"998" "SS.sc7788021" "Caudal"
"999" "SS.sc7786555" "Rostral"
"1000" "SS.sc7786396" "Caudal"
"1001" "SS.sc7786520" "Rostral"
"1002" "SS.sc7786001" "Caudal"
"1003" "SS.sc7785617" "Yolk Sac"
"1004" "SS.sc7785584" "Rostral"
"1005" "SS.sc7785647" "Yolk Sac"
"1006" "SS.sc7786118" "Caudal"
"1007" "SS.sc7786278" "Caudal"
"1008" "SS.sc7786227" "Caudal"
"1009" "SS.sc7786164" "Caudal"
"1010" "SS.sc7788027" "Caudal"
"1011" "SS.sc7788125" "Caudal"
"1012" "SS.sc7785740" "Caudal"
"1013" "SS.sc7786589" "Rostral"
"1014" "SS.sc7788140" "Caudal"
"1015" "SS.sc7788290" "Caudal"
"1016" "SS.sc7786542" "Rostral"
"1017" "SS.sc7786734" "Rostral"
"1018" "SS.sc7785361" "Yolk Sac"
"1019" "SS.sc7788026" "Caudal"
"1020" "SS.sc7785750" "Caudal"
"1021" "SS.sc7785547" "Yolk Sac"
"1022" "SS.sc7788235" "Caudal"
"1023" "SS.sc7785826" "Caudal"
"1024" "SS.sc7785810" "Caudal"
"1025" "SS.sc7785504" "Yolk Sac"
"1026" "SS.sc7785738" "Caudal"
"1027" "SS.sc7786320" "Caudal"
"1028" "SS.sc7785760" "Rostral"
"1029" "SS.sc7785910" "Caudal"
"1030" "SS.sc7786266" "Caudal"
"1031" "SS.sc7788265" "Caudal"
"1032" "SS.sc7786569" "Rostral"
"1033" "SS.sc7788053" "Caudal"
"1034" "SS.sc7786337" "Caudal"
"1035" "SS.sc7786407" "Caudal"
"1036" "SS.sc7785719" "Caudal"
"1037" "SS.sc7785652" "Rostral"
"1038" "SS.sc7785731" "Caudal"
"1039" "SS.sc7785593" "Yolk Sac"
"1040" "SS.sc7785551" "Yolk Sac"
"1041" "SS.sc7786300" "Caudal"
"1042" "SS.sc7786386" "Caudal"
"1043" "SS.sc7788175" "Caudal"
"1044" "SS.sc7788172" "Caudal"
"1045" "SS.sc7786808" "Rostral"
"1046" "SS.sc7788079" "Caudal"
"1047" "SS.sc7786382" "Caudal"
"1048" "SS.sc7785532" "Rostral"
"1049" "SS.sc7785311" "Yolk Sac"
"1050" "SS.sc7785476" "Yolk Sac"
"1051" "SS.sc7785578" "Yolk Sac"
"1052" "SS.sc7785889" "Caudal"
"1053" "SS.sc7786824" "Rostral"
"1054" "SS.sc7785892" "Caudal"
"1055" "SS.sc7785922" "Caudal"
"1056" "SS.sc7788340" "Caudal"
"1057" "SS.sc7785713" "Caudal"
"1058" "SS.sc7785789" "Caudal"
"1059" "SS.sc7785649" "Yolk Sac"
"1060" "SS.sc7785308" "Yolk Sac"
"1061" "SS.sc7785682" "Caudal"
"1062" "SS.sc7786673" "Rostral"
"1063" "SS.sc7785669" "Caudal"
"1064" "SS.sc7785681" "Caudal"
"1065" "SS.sc7786274" "Caudal"
"1066" "SS.sc7786621" "Rostral"
"1067" "SS.sc7786005" "Caudal"
"1068" "SS.sc7786741" "Rostral"
"1069" "SS.sc7785861" "Caudal"
"1070" "SS.sc7788260" "Caudal"
"1071" "SS.sc7786694" "Rostral"
"1072" "SS.sc7785923" "Caudal"
"1073" "SS.sc7785844" "Caudal"
"1074" "SS.sc7786094" "Caudal"
"1075" "SS.sc7786351" "Caudal"
"1076" "SS.sc7786503" "Rostral"
"1077" "SS.sc7785735" "Rostral"
"1078" "SS.sc7785377" "Yolk Sac"
"1079" "SS.sc7786637" "Rostral"
"1080" "SS.sc7786709" "Rostral"
"1081" "SS.sc7786327" "Caudal"
"1082" "SS.sc7786684" "Rostral"
"1083" "SS.sc7788242" "Caudal"
"1084" "SS.sc7785500" "Yolk Sac"
"1085" "SS.sc7785894" "Caudal"
"1086" "SS.sc7786698" "Rostral"
"1087" "SS.sc7786146" "Caudal"
"1088" "SS.sc7785919" "Caudal"
"1089" "SS.sc7785496" "Yolk Sac"
"1090" "SS.sc7786307" "Caudal"
"1091" "SS.sc7786063" "Caudal"
"1092" "SS.sc7785707" "Caudal"
"1093" "SS.sc7786496" "Rostral"
"1094" "SS.sc7786466" "Rostral"
"1095" "SS.sc7785427" "Yolk Sac"
"1096" "SS.sc7788102" "Caudal"
"1097" "SS.sc7786002" "Caudal"
"1098" "SS.sc7785940" "Caudal"
"1099" "SS.sc7786336" "Caudal"
"1100" "SS.sc7786479" "Rostral"
"1101" "SS.sc7788199" "Caudal"
"1102" "SS.sc7785334" "Yolk Sac"
"1103" "SS.sc7786332" "Caudal"
"1104" "SS.sc7785379" "Yolk Sac"
"1105" "SS.sc7785330" "Yolk Sac"
"1106" "SS.sc7786495" "Rostral"
"1107" "SS.sc7786547" "Rostral"
"1108" "SS.sc7785501" "Yolk Sac"
"1109" "SS.sc7785404" "Yolk Sac"
"1110" "SS.sc7786657" "Rostral"
"1111" "SS.sc7786346" "Caudal"
"1112" "SS.sc7785847" "Caudal"
"1113" "SS.sc7786729" "Rostral"
"1114" "SS.sc7786261" "Caudal"
"1115" "SS.sc7786225" "Caudal"
"1116" "SS.sc7785280" "Yolk Sac"
"1117" "SS.sc7785359" "Yolk Sac"
"1118" "SS.sc7786566" "Rostral"
"1119" "SS.sc7788220" "Caudal"
"1120" "SS.sc7786702" "Rostral"
"1121" "SS.sc7788116" "Caudal"
"1122" "SS.sc7785471" "Yolk Sac"
"1123" "SS.sc7786345" "Caudal"
"1124" "SS.sc7786224" "Caudal"
"1125" "SS.sc7786024" "Caudal"
"1126" "SS.sc7785453" "Yolk Sac"
"1127" "SS.sc7785483" "Yolk Sac"
"1128" "SS.sc7786796" "Rostral"
"1129" "SS.sc7785749" "Caudal"
"1130" "SS.sc7785288" "Yolk Sac"
"1131" "SS.sc7786184" "Caudal"
"1132" "SS.sc7785821" "Caudal"
"1133" "SS.sc7786119" "Caudal"
"1134" "SS.sc7786329" "Caudal"
"1135" "SS.sc7786312" "Caudal"
"1136" "SS.sc7785722" "Caudal"
"1137" "SS.sc7786674" "Rostral"
"1138" "SS.sc7785709" "Caudal"
"1139" "SS.sc7786420" "Caudal"
"1140" "SS.sc7785431" "Yolk Sac"
"1141" "SS.sc7785853" "Caudal"
"1142" "SS.sc7786011" "Caudal"
"1143" "SS.sc7785969" "Caudal"
"1144" "SS.sc7785563" "Rostral"
"1145" "SS.sc7786588" "Rostral"
"1146" "SS.sc7785402" "Yolk Sac"
"1147" "SS.sc7788362" "Caudal"
"1148" "SS.sc7786425" "Caudal"
"1149" "SS.sc7785771" "Caudal"
"1150" "SS.sc7785996" "Caudal"
"1151" "SS.sc7786784" "Rostral"
"1152" "SS.sc7786732" "Rostral"
"1153" "SS.sc7788118" "Caudal"
"1154" "SS.sc7786659" "Rostral"
"1155" "SS.sc7786092" "Caudal"
"1156" "SS.sc7786573" "Rostral"
"1157" "SS.sc7785897" "Caudal"
"1158" "SS.sc7786136" "Caudal"
"1159" "SS.sc7786236" "Caudal"
"1160" "SS.sc7785824" "Caudal"
"1161" "SS.sc7785714" "Caudal"
"1162" "SS.sc7785644" "Yolk Sac"
"1163" "SS.sc7786338" "Caudal"
"1164" "SS.sc7786192" "Caudal"
"1165" "SS.sc7785872" "Caudal"
"1166" "SS.sc7785840" "Caudal"
"1167" "SS.sc7786744" "Rostral"
"1168" "SS.sc7786122" "Caudal"
"1169" "SS.sc7788117" "Caudal"
"1170" "SS.sc7786439" "Caudal"
"1171" "SS.sc7786161" "Caudal"
"1172" "SS.sc7785486" "Rostral"
"1173" "SS.sc7786147" "Caudal"
"1174" "SS.sc7786675" "Rostral"
"1175" "SS.sc7786587" "Rostral"
"1176" "SS.sc7785805" "Caudal"
"1177" "SS.sc7786180" "Caudal"
"1178" "SS.sc7785690" "Caudal"
"1179" "SS.sc7785921" "Caudal"
"1180" "SS.sc7786318" "Caudal"
"1181" "SS.sc7785702" "Caudal"
"1182" "SS.sc7786276" "Caudal"
"1183" "SS.sc7785357" "Yolk Sac"
"1184" "SS.sc7785995" "Caudal"
"1185" "SS.sc7786714" "Rostral"
"1186" "SS.sc7785571" "Yolk Sac"
"1187" "SS.sc7786188" "Caudal"
"1188" "SS.sc7786142" "Caudal"
"1189" "SS.sc7786751" "Rostral"
"1190" "SS.sc7785318" "Rostral"
"1191" "SS.sc7785965" "Caudal"
"1192" "SS.sc7788259" "Caudal"
"1193" "SS.sc7786123" "Caudal"
"1194" "SS.sc7786212" "Caudal"
"1195" "SS.sc7785932" "Caudal"
